,word,Total,topic,subtopic,subsubtopic,CEFR_level
680,lapwing,204.0,Animals,Birds,birds,c2
681,lark,1787.0,Animals,Birds,birds,c2
682,lay,55597.0,Animals,Birds,bird_behaviour,b2
683,linnet,356.0,Animals,Birds,birds,c2
684,little owl,,Animals,Birds,birds,c1
685,loon,385.0,Animals,Birds,birds,c2
686,lorikeet,31.0,Animals,Birds,birds,c2
687,lovebird,17.0,Animals,Birds,birds,c2
688,lyrebird,72.0,Animals,Birds,birds,c2
689,macaw,165.0,Animals,Birds,birds,c2
690,magpie,787.0,Animals,Birds,birds,c2
691,mandible,1468.0,Animals,Birds,parts_of_birds,c2
692,mate,4968.0,Animals,Birds,bird_behaviour,b2
693,mate,4968.0,Animals,Birds,bird_behaviour,b2
694,meadowlark,168.0,Animals,Birds,birds,c2
695,merlin,1913.0,Animals,Birds,birds,c2
696,migrate,520.0,Animals,Birds,bird_behaviour,b2
697,migration,2686.0,Animals,Birds,bird_behaviour,c1
698,missel thrush,,Animals,Birds,birds,c2
699,mistle thrush,,Animals,Birds,birds,c2
700,mockingbird,240.0,Animals,Birds,birds,c2
701,moorhen,116.0,Animals,Birds,birds,c2
702,mynah,17.0,Animals,Birds,birds,c2
703,nest,20664.0,Animals,Birds,bird_homes,c1
704,nest,20664.0,Animals,Birds,bird_behaviour,c1
705,nestling,580.0,Animals,Birds,birds,c2
706,nightingale,1741.0,Animals,Birds,birds,c2
707,nightjar,150.0,Animals,Birds,birds,c2
708,nuthatch,445.0,Animals,Birds,birds,c2
709,oriole,720.0,Animals,Birds,birds,c2
710,osprey,296.0,Animals,Birds,birds,c2
711,ostrich,1226.0,Animals,Birds,birds,c1
712,owl,3809.0,Animals,Birds,birds,b2
713,owlet,82.0,Animals,Birds,birds,c2
714,oystercatcher,92.0,Animals,Birds,birds,c2
715,parakeet,65.0,Animals,Birds,birds,c2
716,parrot,2144.0,Animals,Birds,birds,b2
717,partridge,3330.0,Animals,Birds,birds,c2
718,peacock,1673.0,Animals,Birds,birds,c1
719,peafowl,136.0,Animals,Birds,birds,c2
720,peahen,56.0,Animals,Birds,birds,c2
721,peck,1273.0,Animals,Birds,bird_behaviour,c2
722,peck,1273.0,Animals,Birds,bird_behaviour,c2
723,peewit,82.0,Animals,Birds,birds,c2
724,pelican,682.0,Animals,Birds,birds,c2
725,penguin,844.0,Animals,Birds,birds,a2
726,perch,1715.0,Animals,Birds,bird_behaviour,c1
727,peregrine,190.0,Animals,Birds,birds,c2
728,petrel,436.0,Animals,Birds,birds,c2
729,pheasant,1946.0,Animals,Birds,birds,c2
730,pigeon,7172.0,Animals,Birds,birds,b2
731,pipit,346.0,Animals,Birds,birds,c2
732,plover,1383.0,Animals,Birds,birds,c2
733,plumage,4140.0,Animals,Birds,parts_of_birds,c2
734,poultry,2687.0,Animals,Birds,birds,c1
735,prey,7099.0,Animals,Birds,bird_behaviour,c1
736,ptarmigan,368.0,Animals,Birds,birds,c2
737,puffin,234.0,Animals,Birds,birds,c2
738,quack,652.0,Animals,Birds,bird_behaviour,c1
739,quack,652.0,Animals,Birds,bird_behaviour,c1
740,quail,2251.0,Animals,Birds,birds,c2
741,raven,2020.0,Animals,Birds,birds,c1
742,razorbill,65.0,Animals,Birds,birds,c2
743,redshank,75.0,Animals,Birds,birds,c2
744,rhea,316.0,Animals,Birds,birds,c2
745,roadrunner,27.0,Animals,Birds,birds,c2
746,robin,6203.0,Animals,Birds,birds,c2
747,rook,581.0,Animals,Birds,birds,c2
748,rookery,471.0,Animals,Birds,bird_homes,c2
749,roost,561.0,Animals,Birds,bird_homes,c2
750,roost,561.0,Animals,Birds,birds,c2
751,rooster,403.0,Animals,Birds,birds,c2
752,ruff,716.0,Animals,Birds,birds,c2
753,sand martin,,Animals,Birds,birds,c2
754,sandpiper,722.0,Animals,Birds,birds,c2
755,seabird,258.0,Animals,Birds,birds,b1
756,seagull,212.0,Animals,Birds,birds,c1
757,secretary bird,,Animals,Birds,birds,c2
758,shag,202.0,Animals,Birds,birds,c2
759,shearwater,148.0,Animals,Birds,birds,c2
760,shrike,469.0,Animals,Birds,birds,c2
761,skua,301.0,Animals,Birds,birds,c2
762,skylark,421.0,Animals,Birds,birds,c2
763,snipe,1062.0,Animals,Birds,birds,c2
764,soar,771.0,Animals,Birds,bird_behaviour,c1
765,song,22738.0,Animals,Birds,birds,a2
766,songbird,491.0,Animals,Birds,birds,c1
767,sparrow,3642.0,Animals,Birds,birds,c2
768,sparrowhawk,235.0,Animals,Birds,birds,c2
769,spoonbill,168.0,Animals,Birds,birds,c2
770,squawk,99.0,Animals,Birds,bird_behaviour,c2
771,squawk,99.0,Animals,Birds,bird_behaviour,c2
772,starling,550.0,Animals,Birds,birds,c2
773,stork,691.0,Animals,Birds,birds,c2
774,swallow,4398.0,Animals,Birds,birds,c2
775,swan,3230.0,Animals,Birds,birds,c1
776,swift,8066.0,Animals,Birds,birds,c2
777,tail,21522.0,Animals,Birds,parts_of_birds,b1
778,talon,606.0,Animals,Birds,parts_of_birds,c2
779,tawny owl,,Animals,Birds,birds,c2
780,tern,710.0,Animals,Birds,birds,c2
781,thrush,1699.0,Animals,Birds,birds,c2
782,tit,818.0,Animals,Birds,birds,c2
783,titmouse,293.0,Animals,Birds,birds,c2
784,toucan,273.0,Animals,Birds,birds,c2
785,turkey,6289.0,Animals,Birds,birds,b1
786,turtle dove,,Animals,Birds,birds,c2
787,tweet,36.0,Animals,Birds,bird_behaviour,c2
788,tweet,36.0,Animals,Birds,bird_behaviour,c2
789,twitter,190.0,Animals,Birds,bird_behaviour,c2
790,twitter,190.0,Animals,Birds,bird_behaviour,c2
791,vent,1987.0,Animals,Birds,parts_of_birds,c2
792,vulture,1905.0,Animals,Birds,birds,c1
793,wader,158.0,Animals,Birds,birds,c2
794,waterfowl,473.0,Animals,Birds,birds,c2
795,wattle,724.0,Animals,Birds,parts_of_birds,c2
796,weaver bird,,Animals,Birds,birds,c2
797,whippoorwill,215.0,Animals,Birds,birds,c2
798,wing,24044.0,Animals,Birds,parts_of_birds,b1
799,wishbone,28.0,Animals,Birds,parts_of_birds,c2
800,woodcock,839.0,Animals,Birds,birds,c2
801,woodpecker,2015.0,Animals,Birds,birds,c2
802,wood pigeon,,Animals,Birds,birds,c2
803,wren,1700.0,Animals,Birds,birds,c2
804,yellowhammer,49.0,Animals,Birds,birds,c2
805,abalone,46.0,Animals,Fish and shellfish,shellfish,c2
806,anchovy,647.0,Animals,Fish and shellfish,fish,c2
807,angelfish,4.0,Animals,Fish and shellfish,fish,c2
808,aquarium,276.0,Animals,Fish and shellfish,fish,c1
809,barnacle,160.0,Animals,Fish and shellfish,shellfish,c2
810,barracouta,17.0,Animals,Fish and shellfish,fish,c2
811,barracuda,12.0,Animals,Fish and shellfish,fish,c2
812,barramundi,4.0,Animals,Fish and shellfish,fish,c2
813,bass,2145.0,Animals,Fish and shellfish,fish,c2
814,beluga,37.0,Animals,Fish and shellfish,fish,c2
815,bivalve,178.0,Animals,Fish and shellfish,shellfish,c2
816,bluefish,31.0,Animals,Fish and shellfish,fish,c2
817,bottom feeder,,Animals,Fish and shellfish,fish,c2
818,bowfin,1.0,Animals,Fish and shellfish,fish,c2
819,brachiopod,60.0,Animals,Fish and shellfish,shellfish,c2
820,bream,156.0,Animals,Fish and shellfish,fish,c2
821,catfish,160.0,Animals,Fish and shellfish,fish,c1
822,chinook,181.0,Animals,Fish and shellfish,fish,c2
823,chub,137.0,Animals,Fish and shellfish,fish,c2
824,clam,437.0,Animals,Fish and shellfish,shellfish,c2
825,claw,3846.0,Animals,Fish and shellfish,parts_of_fish,c1
826,cockle,296.0,Animals,Fish and shellfish,shellfish,c2
827,cod,1113.0,Animals,Fish and shellfish,fish,c1
828,codfish,365.0,Animals,Fish and shellfish,fish,c1
829,coelacanth,,Animals,Fish and shellfish,fish,c2
830,coley,6.0,Animals,Fish and shellfish,fish,c2
831,conger,158.0,Animals,Fish and shellfish,fish,c2
832,coral,2415.0,Animals,Fish and shellfish,fish,b2
833,crab,2179.0,Animals,Fish and shellfish,shellfish,b2
834,crawfish,200.0,Animals,Fish and shellfish,shellfish,c2
835,cray,47.0,Animals,Fish and shellfish,shellfish,c2
836,crayfish,293.0,Animals,Fish and shellfish,shellfish,c2
837,crustacean,357.0,Animals,Fish and shellfish,shellfish,c2
838,cuttlefish,221.0,Animals,Fish and shellfish,other_sea_creatures,c2
839,dab,213.0,Animals,Fish and shellfish,fish,c2
840,dogfish,172.0,Animals,Fish and shellfish,fish,c1
841,dory,276.0,Animals,Fish and shellfish,fish,c2
842,eel,1297.0,Animals,Fish and shellfish,fish,c1
843,egg,33496.0,Animals,Fish and shellfish,parts_of_fish,a1
844,electric eel,,Animals,Fish and shellfish,fish,c1
845,elver,7.0,Animals,Fish and shellfish,fish,c2
846,fin,2649.0,Animals,Fish and shellfish,parts_of_fish,c1
847,fish,25895.0,Animals,Fish and shellfish,fish,a1
848,fishbowl,3.0,Animals,Fish and shellfish,fish,b1
849,flatfish,45.0,Animals,Fish and shellfish,fish,c1
850,flounder,312.0,Animals,Fish and shellfish,fish,c2
851,freshwater,1139.0,Animals,Fish and shellfish,fish,b2
852,game fish,,Animals,Fish and shellfish,fish,c1
853,gill,2955.0,Animals,Fish and shellfish,parts_of_fish,c1
854,goldfish,218.0,Animals,Fish and shellfish,fish,b2
855,goldfish bowl,,Animals,Fish and shellfish,fish,b2
856,grilse,15.0,Animals,Fish and shellfish,fish,c2
857,guppy,22.0,Animals,Fish and shellfish,fish,c2
858,haddock,243.0,Animals,Fish and shellfish,fish,c2
859,hake,199.0,Animals,Fish and shellfish,fish,c2
860,halibut,121.0,Animals,Fish and shellfish,fish,c2
861,harlequin fish,,Animals,Fish and shellfish,fish,c2
862,hatch,1490.0,Animals,Fish and shellfish,fish,c1
863,hermit crab,,Animals,Fish and shellfish,shellfish,c2
864,herring,1167.0,Animals,Fish and shellfish,fish,c1
865,hoki,4.0,Animals,Fish and shellfish,fish,c2
866,horse mackerel,,Animals,Fish and shellfish,fish,c2
867,jellyfish,104.0,Animals,Fish and shellfish,other_sea_creatures,b2
868,John Dory,,Animals,Fish and shellfish,fish,c2
869,koi,21.0,Animals,Fish and shellfish,fish,c2
870,krill,6.0,Animals,Fish and shellfish,shellfish,c2
871,lamprey,245.0,Animals,Fish and shellfish,fish,c2
872,langouste,19.0,Animals,Fish and shellfish,shellfish,c2
873,langoustine,3.0,Animals,Fish and shellfish,shellfish,c2
874,lanternfish,1.0,Animals,Fish and shellfish,fish,c2
875,lay,55597.0,Animals,Fish and shellfish,fish,b2
876,limpet,115.0,Animals,Fish and shellfish,shellfish,c2
877,lobster,1150.0,Animals,Fish and shellfish,shellfish,c1
878,lugworm,,Animals,Fish and shellfish,other_sea_creatures,c2
879,lungfish,3.0,Animals,Fish and shellfish,fish,c2
880,mackerel,496.0,Animals,Fish and shellfish,fish,c2
881,manta,47.0,Animals,Fish and shellfish,fish,c2
882,marlin,55.0,Animals,Fish and shellfish,fish,c2
883,minnow,191.0,Animals,Fish and shellfish,fish,c2
884,molly,1256.0,Animals,Fish and shellfish,fish,c2
885,moray,138.0,Animals,Fish and shellfish,fish,c2
886,mudskipper,,Animals,Fish and shellfish,fish,c2
887,mullet,379.0,Animals,Fish and shellfish,fish,c2
888,mussel,313.0,Animals,Fish and shellfish,shellfish,c1
889,nautilus,1373.0,Animals,Fish and shellfish,shellfish,c2
890,oceanarium,,Animals,Fish and shellfish,fish,c2
891,octopus,118.0,Animals,Fish and shellfish,other_sea_creatures,c1
892,oyster,3056.0,Animals,Fish and shellfish,shellfish,b2
893,perch,1715.0,Animals,Fish and shellfish,fish,c2
894,pike,2263.0,Animals,Fish and shellfish,fish,c2
895,pilchard,33.0,Animals,Fish and shellfish,fish,c2
896,pincer,377.0,Animals,Fish and shellfish,parts_of_fish,c2
897,piranha,4.0,Animals,Fish and shellfish,fish,c1
898,plaice,132.0,Animals,Fish and shellfish,fish,c2
899,plankton,18.0,Animals,Fish and shellfish,fish,c2
900,polyp,178.0,Animals,Fish and shellfish,other_sea_creatures,c2
901,Portuguese man-of-war,,Animals,Fish and shellfish,other_sea_creatures,c2
902,prawn,263.0,Animals,Fish and shellfish,shellfish,b2
903,pufferfish,1.0,Animals,Fish and shellfish,fish,c2
904,rainbow trout,,Animals,Fish and shellfish,fish,c2
905,ray,11782.0,Animals,Fish and shellfish,fish,c2
906,razor shell,,Animals,Fish and shellfish,shellfish,c2
907,salmon,2618.0,Animals,Fish and shellfish,fish,b1
908,saltwater,273.0,Animals,Fish and shellfish,fish,b2
909,sardine,391.0,Animals,Fish and shellfish,fish,c1
910,scale,13067.0,Animals,Fish and shellfish,parts_of_fish,c1
911,scallop,1443.0,Animals,Fish and shellfish,shellfish,c2
912,school,41263.0,Animals,Fish and shellfish,fish,c2
913,sea anemone,,Animals,Fish and shellfish,other_sea_creatures,c2
914,sea bass,,Animals,Fish and shellfish,fish,c2
915,sea cucumber,,Animals,Fish and shellfish,other_sea_creatures,c2
916,sea fish,,Animals,Fish and shellfish,fish,b1
917,seahorse,114.0,Animals,Fish and shellfish,fish,c2
918,sea urchin,,Animals,Fish and shellfish,other_sea_creatures,c2
919,shark,1535.0,Animals,Fish and shellfish,fish,a2
920,shell,17596.0,Animals,Fish and shellfish,parts_of_fish,b1
921,shellfish,483.0,Animals,Fish and shellfish,shellfish,b2
922,shoal,1800.0,Animals,Fish and shellfish,fish,c2
923,shrimp,472.0,Animals,Fish and shellfish,shellfish,b2
924,skate,584.0,Animals,Fish and shellfish,fish,c2
925,skipjack,12.0,Animals,Fish and shellfish,fish,c2
926,snapper,86.0,Animals,Fish and shellfish,fish,c2
927,snoek,4.0,Animals,Fish and shellfish,fish,c2
928,sole,7718.0,Animals,Fish and shellfish,fish,c2
